number,value,state,datetime_start,datetime_complete,duration_seconds,params_json,fold_sharpes_json,avg_cv_sharpe
2672,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:33.674765,2026-04-01T07:45:36.151880,2.477115,"{""atr_window"": 17, ""bb_std_dev"": 2.05, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.2, ""macd_k_mid"": 0.7, ""macd_signal"": 6, ""macd_slow"": 35, ""macd_std_window"": 89, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.7000000000000002, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 4.9, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2673,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:36.192417,2026-04-01T07:45:38.687418,2.495001,"{""atr_window"": 16, ""bb_std_dev"": 1.95, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.3, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.0, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 4.9, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2674,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:38.720831,2026-04-01T07:45:41.223815,2.502984,"{""atr_window"": 10, ""bb_std_dev"": 2.0, ""bb_window"": 19, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.4, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 91, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.05, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.9, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 4.9, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2675,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:41.274493,2026-04-01T07:45:43.689290,2.414797,"{""atr_window"": 15, ""bb_std_dev"": 1.7999999999999998, ""bb_window"": 20, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.6, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.8, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 4.9, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2676,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:43.727660,2026-04-01T07:45:46.270800,2.54314,"{""atr_window"": 20, ""bb_std_dev"": 1.8499999999999999, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.15, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.5, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.4, ""tp_mult_sr"": 4.9, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2677,2.9165357142857142,TrialState.COMPLETE,2026-04-01T07:45:46.309256,2026-04-01T07:45:48.860039,2.550783,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 10.6, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.0, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2678,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:48.893408,2026-04-01T07:45:51.590329,2.696921,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2679,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:51.629146,2026-04-01T07:45:54.075033,2.445887,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2680,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:54.106638,2026-04-01T07:45:56.484771,2.378133,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2681,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:56.524913,2026-04-01T07:45:59.080683,2.55577,"{""atr_window"": 18, ""bb_std_dev"": 2.5, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.35, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.2, ""trail_tp"": false, ""use_trailing"": false}",{},
2682,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:45:59.127649,2026-04-01T07:46:01.685436,2.557787,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.75, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2683,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:01.724393,2026-04-01T07:46:04.264798,2.540405,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.4, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2684,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:04.307445,2026-04-01T07:46:06.997024,2.689579,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2685,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:07.032577,2026-04-01T07:46:09.555782,2.523205,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 26, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.0, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2686,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:09.597181,2026-04-01T07:46:12.162104,2.564923,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 91, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.0, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2687,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:12.193970,2026-04-01T07:46:14.720063,2.526093,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 91, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2688,2.6389785714285714,TrialState.COMPLETE,2026-04-01T07:46:14.759056,2026-04-01T07:46:17.321529,2.562473,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 89, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2689,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:17.373150,2026-04-01T07:46:19.960320,2.58717,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2690,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:19.991680,2026-04-01T07:46:22.541005,2.549325,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2691,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:22.584013,2026-04-01T07:46:25.208747,2.624734,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2692,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:25.248711,2026-04-01T07:46:27.902425,2.653714,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 6, ""macd_slow"": 35, ""macd_std_window"": 91, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2693,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:27.937493,2026-04-01T07:46:30.513207,2.575714,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 89, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.6, ""time_stop"": 28, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.300000000000001, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2694,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:46:30.549306,2026-04-01T07:54:10.526190,459.976884,"{""atr_window"": 18, ""bb_std_dev"": 2.5, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.05, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 89, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.6, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2695,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:54:10.658810,2026-04-01T07:54:13.231822,2.573012,"{""atr_window"": 18, ""bb_std_dev"": 2.5, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 10.6, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 5.0, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2696,2.582635714285715,TrialState.COMPLETE,2026-04-01T07:54:13.276391,2026-04-01T07:54:15.736410,2.460019,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2697,2.755342857142857,TrialState.COMPLETE,2026-04-01T07:54:15.770077,2026-04-01T07:54:18.065097,2.29502,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.6, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
2698,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:54:18.103929,2026-04-01T07:54:20.670179,2.56625,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 28, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2699,2.755342857142857,TrialState.COMPLETE,2026-04-01T07:54:20.711821,2026-04-01T07:54:23.241178,2.529357,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2700,2.5724142857142858,TrialState.COMPLETE,2026-04-01T07:54:23.283798,2026-04-01T07:54:25.736809,2.453011,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2701,2.7438642857142854,TrialState.COMPLETE,2026-04-01T07:54:25.767330,2026-04-01T07:54:28.311233,2.543903,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2702,-1000000000.0,TrialState.COMPLETE,2026-04-01T07:54:28.353787,2026-04-01T07:54:30.928828,2.575041,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 26, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2703,2.904228571428572,TrialState.COMPLETE,2026-04-01T07:54:30.968157,2026-04-01T07:54:33.596194,2.628037,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.0, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2704,2.7438642857142854,TrialState.COMPLETE,2026-04-01T07:54:33.627652,2026-04-01T07:54:36.077651,2.449999,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
2705,2.7438642857142854,TrialState.COMPLETE,2026-04-01T07:54:36.110798,2026-04-01T07:54:38.688880,2.578082,"{""atr_window"": 18, ""bb_std_dev"": 2.45, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 5, ""macd_slow"": 35, ""macd_std_window"": 90, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.7, ""time_stop"": 27, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
